@relation LUTY-BES

@attribute BBU numeric
@attribute BBM numeric
@attribute BBL numeric
@attribute RSI numeric
@attribute 'RSI EXTREME SCALED' numeric
@attribute CCI numeric
@attribute 'CCI CHANNEL BREAK SCALED' numeric
@attribute MACDIndicator numeric
@attribute Prediction {up,down,no}

@data
1.078372,1.078175,1.077978,2,0,-2,0,0.00002,down
1.078376,1.078173,1.077971,2,0,-2,0,0.000017,down
1.078376,1.078176,1.077976,3,0,-1,0,0.000014,down
1.078371,1.078171,1.077971,3,0,0,0,0.000011,down
1.078382,1.078156,1.077929,2,0,-3,0,0.000008,down
1.078406,1.078134,1.077863,2,0,-4,-1,0.000003,up
1.078407,1.078119,1.077832,2,0,-3,-1,-0.000002,down
1.078412,1.078102,1.077791,2,0,-3,0,-0.000007,up
1.078407,1.078088,1.077768,2,0,-2,0,-0.000012,up
1.078428,1.078063,1.077698,2,0,-3,-1,-0.000018,up
1.078395,1.078041,1.077687,2,0,-2,0,-0.000024,down
1.078369,1.078023,1.077676,2,0,-1,0,-0.000029,down
1.078346,1.078009,1.077672,2,0,-1,0,-0.000033,down
1.078318,1.077997,1.077676,3,0,0,0,-0.000035,down
1.078311,1.077978,1.077646,2,0,-1,0,-0.000038,up
1.078279,1.077957,1.077635,3,0,-2,0,-0.000042,up
1.07825,1.077937,1.077624,2,0,-1,0,-0.000045,up
1.078221,1.077921,1.07762,3,0,-1,0,-0.000048,up
1.078212,1.077906,1.0776,2,0,-2,0,-0.00005,up
1.078197,1.077897,1.077598,2,0,-1,0,-0.000052,down
1.078175,1.077886,1.077598,3,0,-1,0,-0.000053,down
1.078152,1.077877,1.077602,3,0,0,0,-0.000053,down
1.078079,1.077859,1.077639,3,0,-1,0,-0.000053,down
1.078006,1.077845,1.077683,3,0,0,0,-0.000053,up
1.077988,1.077838,1.077689,3,0,0,0,-0.000052,down
1.077987,1.077837,1.077687,3,0,0,0,-0.000051,down
1.077972,1.077832,1.077691,3,0,0,0,-0.00005,down
1.077968,1.077828,1.077688,3,0,0,0,-0.000049,down
1.077954,1.077824,1.077694,3,0,0,0,-0.000048,down
1.077955,1.077824,1.077692,2,0,-3,-1,-0.000047,down
1.077998,1.077809,1.07762,2,0,-5,-1,-0.000048,up
1.077999,1.077799,1.077599,3,0,-4,-1,-0.000049,down
1.078002,1.077782,1.077562,2,0,-4,-1,-0.000052,down
1.077999,1.077761,1.077523,2,0,-4,-1,-0.000054,down
1.077999,1.077756,1.077513,3,0,-2,0,-0.000056,down
1.078002,1.077748,1.077494,2,0,-1,0,-0.000058,down
1.078002,1.077741,1.077481,2,0,-1,0,-0.000059,down
1.078024,1.077724,1.077425,2,0,-2,0,-0.000062,up
1.078047,1.077708,1.07737,2,0,-3,-1,-0.000065,up
1.078037,1.077692,1.077346,2,0,-2,0,-0.000067,up
1.078042,1.07767,1.077297,2,0,-2,0,-0.000071,up
1.078017,1.077654,1.077292,3,0,-1,0,-0.000073,down
1.078002,1.077638,1.077273,2,0,-1,0,-0.000075,up
1.077977,1.077619,1.077262,2,0,-1,0,-0.000076,up
1.077944,1.077605,1.077267,3,0,-1,0,-0.000077,up
1.077908,1.077592,1.077275,3,0,0,0,-0.000076,down
1.077866,1.077576,1.077286,3,0,0,0,-0.000075,down
1.077823,1.077562,1.077301,3,0,0,0,-0.000074,down
1.077755,1.077548,1.077341,3,0,0,0,-0.000072,down
1.077723,1.07754,1.077357,3,0,0,0,-0.00007,down
1.07773,1.077531,1.077332,2,0,-2,0,-0.000069,up
1.077709,1.077519,1.077328,3,0,-2,0,-0.000068,up
